Area Name,Total/Rural/Urban,Total Population,Male Population,Female Population,Total population attending educational institution,Male population attending educational institution,Female population attending educational institution,Total literates,Male literates,Female literates
District - Chennai  02,Urban,4343645,2219539,2124106,952492,495814,456678,804235,421406,382829
District - Kancheepuram  03,Total,2877468,1457242,1420226,665496,349775,315721,555200,294411,260789
District - Kancheepuram  03,Rural,1342502,676095,666407,308980,162990,145990,255777,136281,119496
District - Kancheepuram  03,Urban,1534966,781147,753819,356516,186785,169731,299423,158130,141293
District - Vellore  04,Total,3477317,1741083,1736234,790108,416263,373845,664806,352574,312232
District - Vellore  04,Rural,2169319,1088090,1081229,479983,255433,224550,403417,216247,187170
District - Vellore  04,Urban,1307998,652993,655005,310125,160830,149295,261389,136327,125062
District - Dharmapuri  05,Total,2856300,1473597,1382703,646285,354119,292166,543131,299641,243490
District - Dharmapuri  05,Rural,2400354,1240122,1160232,533938,295383,238555,449148,250398,198750
District - Dharmapuri  05,Urban,455946,233475,222471,112347,58736,53611,93983,49243,44740
District - Tiruvannamalai  06,Total,2186125,1095859,1090266,482468,257246,225222,405129,217967,187162
District - Tiruvannamalai  06,Rural,1785364,895738,889626,387375,208021,179354,325285,176516,148769
District - Tiruvannamalai  06,Urban,400761,200121,200640,95093,49225,45868,79844,41451,38393
District - Viluppuram  07,Total,2960373,1492442,1467931,660939,355264,305675,555870,302166,253704
District - Viluppuram  07,Rural,2533456,1277415,1256041,555197,299960,255237,465808,254740,211068
District - Viluppuram  07,Urban,426917,215027,211890,105742,55304,50438,90062,47426,42636
District - Salem  08,Total,3016346,1563633,1452713,608404,340323,268081,512157,289235,222922
District - Salem  08,Rural,1626162,852453,773709,316682,183331,133351,266049,155836,110213
District - Salem  08,Urban,1390184,711180,679004,291722,156992,134730,246108,133399,112709
District - Namakkal   *  09,Total,1493462,759551,733911,291539,159781,131758,252380,139204,113176
District - Namakkal   *  09,Rural,948230,482365,465865,181996,100957,81039,157992,88278,69714
District - Namakkal   *  09,Urban,545232,277186,268046,109543,58824,50719,94388,50926,43462
District - Erode  10,Total,2581500,1309278,1272222,458520,244021,214499,398928,213663,185265
District - Erode  10,Rural,1387537,705436,682101,227472,123372,104100,197090,107882,89208
District - Erode  10,Urban,1193963,603842,590121,231048,120649,110399,201838,105781,96057
District - The Nilgiris  11,Total,762141,378351,383790,169102,87060,82042,149929,77317,72612
District - The Nilgiris  11,Rural,307532,151874,155658,64096,33432,30664,56410,29558,26852
District - The Nilgiris  11,Urban,454609,226477,228132,105006,53628,51378,93519,47759,45760
District - Coimbatore  12,Total,4271856,2176031,2095825,804076,415831,388245,687255,356805,330450
District - Coimbatore  12,Rural,1451653,734699,716954,250026,132208,117818,211973,112878,99095
District - Coimbatore  12,Urban,2820203,1441332,1378871,554050,283623,270427,475282,243927,231355
District - Dindigul  13,Total,1923014,968137,954877,392870,208722,184148,335186,179441,155745
District - Dindigul  13,Rural,1249762,629073,620689,242602,130438,112164,206977,112215,94762
District - Dindigul  13,Urban,673252,339064,334188,150268,78284,71984,128209,67226,60983
District - Karur  *  14,Total,935686,465538,470148,179053,95661,83392,153511,82612,70899
District - Karur  *  14,Rural,624430,310922,313508,113090,60894,52196,96970,52713,44257
District - Karur  *  14,Urban,311256,154616,156640,65963,34767,31196,56541,29899,26642
District - Tiruchirappalli  15,Total,2418366,1208534,1209832,560871,293336,267535,482864,253927,228937
District - Tiruchirappalli  15,Rural,1279204,638617,640587,276688,147358,129330,235370,126333,109037
District - Tiruchirappalli  15,Urban,1139162,569917,569245,284183,145978,138205,247494,127594,119900
District - Perambalur  *  16,Total,493646,246141,247505,112253,61764,50489,96444,53736,42708
District - Perambalur  *  16,Rural,414426,206807,207619,90484,50187,40297,77211,43446,33765
District - Perambalur  *  16,Urban,79220,39334,39886,21769,11577,10192,19233,10290,8943
District - Ariyalur  *  17,Total,695524,346763,348761,153383,82091,71292,130559,70632,59927
District - Ariyalur  *  17,Rural,616539,307670,308869,133291,72060,61231,113105,61920,51185
District - Ariyalur  *  17,Urban,78985,39093,39892,20092,10031,10061,17454,8712,8742
District - Cuddalore  18,Total,2285395,1150908,1134487,534596,284113,250483,450693,242054,208639
District - Cuddalore  18,Rural,1531034,771786,759248,345747,186782,158965,290247,159112,131135
District - Cuddalore  18,Urban,754361,379122,375239,188849,97331,91518,160446,82942,77504
District - Nagapattinam  *  19,Total,1488839,739074,749765,337004,173001,164003,280525,144584,135941
District - Nagapattinam  *  19,Rural,1158557,576010,582547,258208,133440,124768,214105,111291,102814
District - Nagapattinam  *  19,Urban,330282,163064,167218,78796,39561,39235,66420,33293,33127
District - Thiruvarur  20,Total,1169474,580784,588690,261132,135273,125859,219984,114688,105296
District - Thiruvarur  20,Rural,932231,463502,468729,205366,106627,98739,172633,90266,82367
District - Thiruvarur  20,Urban,237243,117282,119961,55766,28646,27120,47351,24422,22929
District - Thanjavur  21,Total,2216138,1096638,1119500,499789,259353,240436,420074,218984,201090
District - Thanjavur  21,Rural,1467577,726493,741084,319789,166722,153067,267014,140038,126976
District - Thanjavur  21,Urban,748561,370145,378416,180000,92631,87369,153060,78946,74114
District - Pudukkottai  22,Total,1459601,724300,735301,325417,170307,155110,274988,144937,130051
District - Pudukkottai  22,Rural,1211217,600511,610706,263729,138750,124979,222556,118115,104441
District - Pudukkottai  22,Urban,248384,123789,124595,61688,31557,30131,52432,26822,25610
District - Sivaganga  23,Total,1155356,566947,588409,256498,133708,122790,217824,114175,103649
District - Sivaganga  23,Rural,829272,405093,424179,177544,93097,84447,150370,79475,70895
District - Sivaganga  23,Urban,326084,161854,164230,78954,40611,38343,67454,34700,32754
District - Madurai  24,Total,2578201,1303363,1274838,572824,303505,269319,482941,257637,225304
District - Madurai  24,Rural,1134025,573036,560989,237637,130738,106899,200444,111562,88882
District - Madurai  24,Urban,1444176,730327,713849,335187,172767,162420,282497,146075,136422
District - Theni  *  25,Total,1093950,552986,540964,239259,131461,107798,205347,113668,91679
District - Theni  *  25,Rural,502109,255152,246957,106809,60128,46681,90794,51643,39151
District - Theni  *  25,Urban,591841,297834,294007,132450,71333,61117,114553,62025,52528
District - Virudhunagar  26,Total,1751301,870376,880925,370555,197088,173467,312224,167640,144584
District - Virudhunagar  26,Rural,973956,482626,491330,201999,109043,92956,170302,93074,77228
District - Virudhunagar  26,Urban,777345,387750,389595,168556,88045,80511,141922,74566,67356
District - Ramanathapuram  27,Total,1187604,583376,604228,277869,145849,132020,233581,123552,110029
District - Ramanathapuram  27,Rural,885210,433290,451920,200938,106566,94372,169114,90504,78610
District - Ramanathapuram  27,Urban,302394,150086,152308,76931,39283,37648,64467,33048,31419
District - Thoothukkudi  28,Total,1572273,766823,805450,353787,180855,172932,301539,154316,147223
District - Thoothukkudi  28,Rural,907500,439254,468246,199218,103177,96041,169608,88133,81475
District - Thoothukkudi  28,Urban,664773,327569,337204,154569,77678,76891,131931,66183,65748
District - Tirunelveli  29,Total,2723988,1333939,1390049,604887,316840,288047,512648,270222,242426
District - Tirunelveli  29,Rural,1415742,688797,726945,302975,160292,142683,256170,136695,119475
District - Tirunelveli  29,Urban,1308246,645142,663104,301912,156548,145364,256478,133527,122951
District - Kanniyakumari  30,Total,1676034,832269,843765,398902,199544,199358,343423,171363,172060
District - Kanniyakumari  30,Rural,582107,289516,292591,137761,68871,68890,117634,58669,58965
District - Kanniyakumari  30,Urban,1093927,542753,551174,261141,130673,130468,225789,112694,113095
State - WEST BENGAL  19,Total,80176197,41465985,38710212,16780202,9049249,7730953,14959311,8147912,6811399
State - WEST BENGAL  19,Rural,57748946,29616009,28132937,12006905,6495395,5511510,10596667,5800859,4795808
State - WEST BENGAL  19,Urban,22427251,11849976,10577275,4773297,2553854,2219443,4362644,2347053,2015591
District - Darjiling  01,Total,1609172,830644,778528,399971,213551,186420,354037,190173,163864
District - Darjiling  01,Rural,1088740,556633,532107,262036,139960,122076,228166,122750,105416
District - Darjiling  01,Urban,520432,274011,246421,137935,73591,64344,125871,67423,58448
District - Jalpaiguri  02,Total,3401173,1751145,1650028,766194,411001,355193,674276,365312,308964
District - Jalpaiguri  02,Rural,2794291,1437156,1357135,627023,337793,289230,546406,297822,248584
District - Jalpaiguri  02,Urban,606882,313989,292893,139171,73208,65963,127870,67490,60380
District - Koch Bihar  03,Total,2479155,1272094,1207061,579180,309075,270105,514514,276993,237521
District - Koch Bihar  03,Rural,2253537,1157241,1096296,526789,281841,244948,465576,251442,214134
District - Koch Bihar  03,Urban,225618,114853,110765,52391,27234,25157,48938,25551,23387
District - Uttar Dinajpur  04,Total,2441794,1259737,1182057,418548,238919,179629,356832,206931,149901
District - Uttar Dinajpur  04,Rural,2147351,1104224,1043127,346557,198986,147571,288845,168997,119848
District - Uttar Dinajpur  04,Urban,294443,155513,138930,71991,39933,32058,67987,37934,30053
District - Dakshin Dinajpur *  05,Total,1503178,770335,732843,331249,177364,153885,281915,153594,128321
District - Dakshin Dinajpur *  05,Rural,1306324,669796,636528,283134,152037,131097,237376,130038,107338
District - Dakshin Dinajpur *  05,Urban,196854,100539,96315,48115,25327,22788,44539,23556,20983
District - Maldah  06,Total,3290468,1689406,1601062,588637,325858,262779,522086,291840,230246
District - Maldah  06,Rural,3049528,1565654,1483874,533825,297205,236620,471621,265439,206182
District - Maldah  06,Urban,240940,123752,117188,54812,28653,26159,50465,26401,24064
District - Murshidabad  07,Total,5866569,3005000,2861569,1159697,622725,536972,1037012,561916,475096
District - Murshidabad  07,Rural,5133835,2633196,2500639,1006484,540113,466371,896127,485477,410650
District - Murshidabad  07,Urban,732734,371804,360930,153213,82612,70601,140885,76439,64446
District - Birbhum  08,Total,3015422,1546633,1468789,588726,329623,259103,514470,292095,222375
District - Birbhum  08,Rural,2757002,1414097,1342905,532518,298914,233604,462077,263353,198724
District - Birbhum  08,Urban,258420,132536,125884,56208,30709,25499,52393,28742,23651
District - Barddhaman  09,Total,6895514,3588376,3307138,1454238,799161,655077,1313279,728212,585067
District - Barddhaman  09,Rural,4348466,2239187,2109279,864800,475682,389118,772923,429615,343308
District - Barddhaman  09,Urban,2547048,1349189,1197859,589438,323479,265959,540356,298597,241759
District - Nadia  10,Total,4604827,2366853,2237974,983406,525067,458339,895107,481580,413527
District - Nadia  10,Rural,3625308,1867682,1757626,779236,417557,361679,704881,380884,323997
District - Nadia  10,Urban,979519,499171,480348,204170,107510,96660,190226,100696,89530
District - North Twenty Four Parganas  11,Total,8934286,4638756,4295530,1915386,1013649,901737,1748526,930944,817582
District - North Twenty Four Parganas  11,Rural,4083339,2102208,1981131,894236,467345,426891,807005,424667,382338
District - North Twenty Four Parganas  11,Urban,4850947,2536548,2314399,1021150,546304,474846,941521,506277,435244
District - Hugli  12,Total,5041976,2589625,2452351,1026732,531625,495107,932105,484699,447406
District - Hugli  12,Rural,3354227,1699831,1654396,685769,349488,336281,617213,315667,301546
District - Hugli  12,Urban,1687749,889794,797955,340963,182137,158826,314892,169032,145860
District - Bankura  13,Total,3192695,1636002,1556693,645572,369513,276059,563670,328538,235132
District - Bankura  13,Rural,2957447,1515450,1441997,594091,341702,252389,516040,302648,213392
District - Bankura  13,Urban,235248,120552,114696,51481,27811,23670,47630,25890,21740
District - Puruliya  14,Total,2536516,1298078,1238438,467976,284214,183762,412526,255501,157025
District - Puruliya  14,Rural,2281090,1165054,1116036,408068,251023,157045,357609,224888,132721
District - Puruliya  14,Urban,255426,133024,122402,59908,33191,26717,54917,30613,24304
District - Medinipur  15,Total,9610788,4916370,4694418,2197312,1183107,1014205,1939971,1062743,877228
District - Medinipur  15,Rural,8626883,4407920,4218963,1961190,1056488,904702,1723441,945487,777954
District - Medinipur  15,Urban,983905,508450,475455,236122,126619,109503,216530,117256,99274
District - Haora  16,Total,4273099,2241898,2031201,864096,444251,419845,783431,404364,379067
District - Haora  16,Rural,2121109,1083410,1037699,425806,212775,213031,384998,192914,192084
District - Haora  16,Urban,2151990,1158488,993502,438290,231476,206814,398433,211450,186983
District - Kolkata  17,Total,4572876,2500040,2072836,897010,477570,419440,797578,426772,370806
District - Kolkata  17,Rural,0,0,0,0,0,0,0,0,0
District - Kolkata  17,Urban,4572876,2500040,2072836,897010,477570,419440,797578,426772,370806
District - South  Twenty Four Parganas  18,Total,6906689,3564993,3341696,1496272,792976,703296,1317976,705705,612271
District - South  Twenty Four Parganas  18,Rural,5820469,2997270,2823199,1275343,676486,598857,1116363,598771,517592
District - South  Twenty Four Parganas  18,Urban,1086220,567723,518497,220929,116490,104439,201613,106934,94679
State - JAMMU & KASHMIR  01,Total,10143700,5360926,4782774,2463443,1397468,1065975,2154992,1236475,918517
State - JAMMU & KASHMIR  01,Rural,7627062,3977652,3649410,1726467,999164,727303,1501336,881134,620202
State - JAMMU & KASHMIR  01,Urban,2516638,1383274,1133364,736976,398304,338672,653656,355341,298315
District - Kupwara  01,Total,650393,341303,309090,131433,77261,54172,114492,68811,45681
District - Kupwara  01,Rural,624898,326196,298702,124423,73302,51121,108245,65221,43024
District - Kupwara  01,Urban,25495,15107,10388,7010,3959,3051,6247,3590,2657
District - Baramula  02,Total,1169780,614816,554964,272015,158337,113678,234765,139377,95388
District - Baramula  02,Rural,973458,509182,464276,215416,127069,88347,184883,111449,73434
District - Baramula  02,Urban,196322,105634,90688,56599,31268,25331,49882,27928,21954
District - Srinagar  03,Total,1202447,649491,552956,350396,192675,157721,309007,171609,137398
District - Srinagar  03,Rural,256281,133934,122347,53027,31864,21163,44757,27453,17304
District - Srinagar  03,Urban,946166,515557,430609,297369,160811,136558,264250,144156,120094
District - Badgam  04,Total,629309,326050,303259,146491,85805,60686,127547,75910,51637
District - Badgam  04,Rural,558721,287973,270748,123443,72608,50835,106882,63892,42990
District - Badgam  04,Urban,70588,38077,32511,23048,13197,9851,20665,12018,8647
District - Pulwama  05,Total,652607,335544,317063,175795,97262,78533,156070,87721,68349
District - Pulwama  05,Rural,584100,299170,284930,155221,86584,68637,137732,78060,59672
District - Pulwama  05,Urban,68507,36374,32133,20574,10678,9896,18338,9661,8677
District - Anantnag  06,Total,1172434,610007,562427,274793,155867,118926,240512,138710,101802
District - Anantnag  06,Rural,1004071,518620,485451,226743,129872,96871,197767,115333,82434
District - Anantnag  06,Urban,168363,91387,76976,48050,25995,22055,42745,23377,19368
District - Leh (Ladakh)  07,Total,117232,64306,52926,30942,15560,15382,27129,13609,13520
District - Leh (Ladakh)  07,Rural,88593,46534,42059,23554,11797,11757,20696,10338,10358
District - Leh (Ladakh)  07,Urban,28639,17772,10867,7388,3763,3625,6433,3271,3162
District - Kargil  08,Total,119307,64955,54352,34532,19207,15325,30350,17038,13312
District - Kargil  08,Rural,108650,58120,50530,30881,17098,13783,26966,15076,11890
District - Kargil  08,Urban,10657,6835,3822,3651,2109,1542,3384,1962,1422
District - Doda  09,Total,691929,363526,328403,138794,86034,52760,122040,76704,45336
District - Doda  09,Rural,644234,335906,308328,124936,78395,46541,109499,69769,39730
District - Doda  09,Urban,47695,27620,20075,13858,7639,6219,12541,6935,5606
District - Udhampur  10,Total,743509,399686,343823,146887,85982,60905,127729,75455,52274
District - Udhampur  10,Rural,626882,330430,296452,118354,70712,47642,102464,61948,40516
District - Udhampur  10,Urban,116627,69256,47371,28533,15270,13263,25265,13507,11758
District - Punch  11,Total,372613,194213,178400,82764,49771,32993,67424,41540,25884
District - Punch  11,Rural,348635,180472,168163,75688,45811,29877,60987,37923,23064
District - Punch  11,Urban,23978,13741,10237,7076,3960,3116,6437,3617,2820
District - Rajauri  12,Total,483284,257336,225948,111509,64904,46605,96800,56921,39879
District - Rajauri  12,Rural,449629,237948,211681,101647,59659,41988,87982,52205,35777
District - Rajauri  12,Urban,33655,19388,14267,9862,5245,4617,8818,4716,4102
District - Jammu  13,Total,1588772,850302,738470,430224,231591,198633,379462,204280,175182
District - Jammu  13,Rural,887554,466689,420865,238215,129153,109062,210500,114347,96153
District - Jammu  13,Urban,701218,383613,317605,192009,102438,89571,168962,89933,79029
District - Kathua  14,Total,550084,289391,260693,136868,77212,59656,121665,68790,52875
District - Kathua  14,Rural,471356,246478,224878,114919,65240,49679,101976,58120,43856
District - Kathua  14,Urban,78728,42913,35815,21949,11972,9977,19689,10670,9019
State - HIMACHAL PRADESH  02,Total,6077900,3087940,2989960,1708015,911750,796265,1582652,846680,735972
State - HIMACHAL PRADESH  02,Rural,5482319,2756073,2726246,1530320,815709,714611,1419619,758544,661075
State - HIMACHAL PRADESH  02,Urban,595581,331867,263714,177695,96041,81654,163033,88136,74897
District - Chamba  01,Total,460887,235218,225669,122722,68060,54662,112447,62829,49618
District - Chamba  01,Rural,426345,216704,209641,111367,61972,49395,102200,57353,44847
District - Chamba  01,Urban,34542,18514,16028,11355,6088,5267,10247,5476,4771
District - Kangra  02,Total,1339030,661254,677776,388988,205734,183254,362811,191887,170924
District - Kangra  02,Rural,1266745,623259,643486,367324,194328,172996,342611,181230,161381
District - Kangra  02,Urban,72285,37995,34290,21664,11406,10258,20200,10657,9543
District - Lahul & Spiti  03,Total,33224,18441,14783,7476,3751,3725,6963,3508,3455
District - Lahul & Spiti  03,Rural,33224,18441,14783,7476,3751,3725,6963,3508,3455
District - Lahul & Spiti  03,Urban,0,0,0,0,0,0,0,0,0
District - Kullu  04,Total,381571,198016,183555,106919,57672,49247,99343,53887,45456
District - Kullu  04,Rural,351478,181131,170347,98717,53285,45432,91655,49765,41890
District - Kullu  04,Urban,30093,16885,13208,8202,4387,3815,7688,4122,3566
District - Mandi  05,Total,901344,447872,453472,254224,135514,118710,236602,126513,110089
District - Mandi  05,Rural,840362,415676,424686,236125,125916,110209,219815,117598,102217
District - Mandi  05,Urban,60982,32196,28786,18099,9598,8501,16787,8915,7872
District - Hamirpur  06,Total,412700,196593,216107,122629,64378,58251,114431,60046,54385
District - Hamirpur  06,Rural,382494,180366,202128,112660,58769,53891,105269,54870,50399
District - Hamirpur  06,Urban,30206,16227,13979,9969,5609,4360,9162,5176,3986
District - Una  07,Total,448273,224524,223749,120864,63444,57420,111354,58371,52983
District - Una  07,Rural,408849,203724,205125,110029,57632,52397,101700,53216,48484
District - Una  07,Urban,39424,20800,18624,10835,5812,5023,9654,5155,4499
District - Bilaspur  08,Total,340885,171263,169622,98017,52577,45440,89534,48121,41413
District - Bilaspur  08,Rural,318934,159488,159446,91215,48938,42277,83461,44884,38577
District - Bilaspur  08,Urban,21951,11775,10176,6802,3639,3163,6073,3237,2836
District - Solan  09,Total,500557,270291,230266,127083,68372,58711,117056,63150,53906
District - Solan  09,Rural,409362,214150,195212,105543,56684,48859,97388,52487,44901
District - Solan  09,Urban,91195,56141,35054,21540,11688,9852,19668,10663,9005
District - Sirmaur  10,Total,458593,241299,217294,127740,69112,58628,117636,63792,53844
District - Sirmaur  10,Rural,410923,215656,195267,113427,61335,52092,104746,56789,47957
District - Sirmaur  10,Urban,47670,25643,22027,14313,7777,6536,12890,7003,5887
District - Shimla  11,Total,722502,380996,341506,210669,112547,98122,195087,104645,90442
District - Shimla  11,Rural,555269,285305,269964,155753,82510,73243,144423,76913,67510
District - Shimla  11,Urban,167233,95691,71542,54916,30037,24879,50664,27732,22932
District - Kinnaur  12,Total,78334,42173,36161,20684,10589,10095,19388,9931,9457
District - Kinnaur  12,Rural,78334,42173,36161,20684,10589,10095,19388,9931,9457
District - Kinnaur  12,Urban,0,0,0,0,0,0,0,0,0
